customerID,gender,Partner,SeniorCitizen,PhoneService,PaymentMethod,MonthlyCharges,Churn
4859-ZSRDZ,Female,Yes,0,No,Credit card (automatic),55.5,No
5651-WYIPH,Female,No,1,Yes,Credit card (automatic),49.85,No
9350-VLHMB,Male,Yes,0,Yes,Bank transfer (automatic),89.55,No
3498-LZGQZ,Male,Yes,0,Yes,Mailed check,19.15,No
8785-CJSHH,Female,Yes,0,Yes,Electronic check,99.8,No
5357-TZHPP,Male,No,1,Yes,Credit card (automatic),84.4,Yes
3870-SPZSI,Female,Yes,0,Yes,Credit card (automatic),113.05,No
0680-DFNNY,Male,Yes,0,Yes,Electronic check,101.1,Yes
7560-QRBXH,Female,No,0,Yes,Mailed check,19.95,No
7077-XJMET,Male,Yes,0,Yes,Electronic check,74.15,No
8752-GHJFU,Male,Yes,1,Yes,Electronic check,92,No
6896-SRVYQ,Male,No,1,Yes,Electronic check,73.85,No
7767-UXAGJ,Male,No,0,Yes,Electronic check,50.45,Yes
4652-ODEVH,Male,Yes,0,Yes,Mailed check,24.45,No
6510-UPNKS,Female,No,0,Yes,Credit card (automatic),24.8,No
6718-BDGHG,Female,Yes,0,Yes,Bank transfer (automatic),64.85,No
9046-DQMTP,Male,No,0,Yes,Bank transfer (automatic),20.75,No
6439-LAJXL,Male,Yes,0,Yes,Mailed check,68.95,No
1571-SAVHK,Male,No,0,Yes,Mailed check,99.95,Yes
9052-VKDUW,Female,Yes,1,Yes,Credit card (automatic),109.4,No
9546-CQJSU,Female,No,0,Yes,Electronic check,91.4,Yes
1666-JZPZT,Male,No,0,Yes,Mailed check,49,No
5777-KJIRB,Female,No,0,Yes,Mailed check,50.25,No
0506-LVNGN,Female,No,1,Yes,Credit card (automatic),75.55,Yes
7677-SJJJK,Male,Yes,0,Yes,Credit card (automatic),19.9,No
2480-EJWYP,Female,Yes,1,Yes,Bank transfer (automatic),97.8,No
3253-HKOKL,Female,Yes,0,Yes,Electronic check,100.3,No
7055-HNEOJ,Male,Yes,0,Yes,Mailed check,55.8,No
5514-YQENT,Male,No,0,Yes,Electronic check,111.15,No
3211-AAPKX,Male,No,0,Yes,Mailed check,98.55,No
8445-DNBAE,Male,No,0,Yes,Electronic check,50.05,No
2951-QOQTK,Male,No,0,Yes,Credit card (automatic),80.8,Yes
2958-NHPPS,Male,No,0,Yes,Electronic check,20.85,No
6806-YDEUL,Female,No,1,Yes,Bank transfer (automatic),19.5,No
1735-XMJVH,Male,Yes,0,Yes,Mailed check,19.35,No
6890-PFRQX,Male,No,0,Yes,Mailed check,69.5,No
0222-CNVPT,Male,No,1,No,Credit card (automatic),48.8,No
5899-OUVKV,Male,No,0,Yes,Electronic check,94.5,No
8681-ICONS,Male,Yes,0,Yes,Mailed check,20.65,No
1621-YNCJH,Female,Yes,0,Yes,Credit card (automatic),106.05,No
3473-XIIIT,Female,Yes,0,Yes,Electronic check,100,Yes
6362-QHAFM,Male,Yes,0,Yes,Electronic check,108.3,No
7893-IXHRQ,Male,No,0,Yes,Electronic check,20.55,Yes
3070-BDOQC,Female,No,0,Yes,Electronic check,99.65,No
2952-QAYZF,Male,No,0,Yes,Electronic check,85.3,Yes
6234-PFPXL,Male,Yes,0,Yes,Credit card (automatic),95.9,No
9824-QCJPK,Male,Yes,0,Yes,Mailed check,20,No
4763-PGDPO,Female,No,0,Yes,Electronic check,70.4,Yes
4283-IVYCI,Male,No,0,Yes,Mailed check,64.95,No
1866-OBPNR,Male,Yes,0,Yes,Credit card (automatic),74.6,No
8205-MQUGY,Male,Yes,0,Yes,Electronic check,49.2,No
8970-ANWXO,Female,No,0,Yes,Mailed check,73.75,No
9480-BQJEI,Male,No,0,Yes,Bank transfer (automatic),92.3,No
5394-SVGJV,Male,No,0,Yes,Bank transfer (automatic),98.8,Yes
6979-TNDEU,Female,No,0,Yes,Mailed check,19.2,No
9777-WJJPR,Male,Yes,0,Yes,Credit card (automatic),88.65,No
9283-LZQOH,Male,Yes,0,Yes,Credit card (automatic),74.4,Yes
7079-QRCBC,Female,No,0,Yes,Electronic check,98.75,Yes
9495-SKLKD,Male,Yes,0,Yes,Bank transfer (automatic),95.95,No
6048-UWKAL,Female,Yes,1,Yes,Credit card (automatic),105.4,No
5067-DGXLL,Male,No,0,Yes,Mailed check,20.25,No
5469-CTCWN,Male,Yes,0,Yes,Electronic check,106,Yes
9851-QXEEQ,Male,No,0,Yes,Electronic check,104.7,Yes
6281-FKEWS,Female,No,0,No,Electronic check,49.05,No
8898-KASCD,Male,No,0,No,Mailed check,35.55,No
9242-TKFSV,Male,Yes,0,No,Credit card (automatic),65.1,No
9290-SHCMB,Female,No,1,Yes,Electronic check,96.85,No
0743-HNPFG,Female,Yes,0,Yes,Credit card (automatic),69.75,No
2277-BKJKN,Female,Yes,1,Yes,Electronic check,99.2,No
9809-IMGCQ,Male,No,1,Yes,Electronic check,96.7,Yes
5208-HFSBT,Female,No,0,Yes,Credit card (automatic),55.05,Yes
5035-PGZXH,Female,No,0,Yes,Electronic check,106.8,No
8695-WDYEA,Male,No,0,Yes,Mailed check,51.25,No
6543-JXSOO,Female,Yes,0,Yes,Mailed check,57.75,No
8016-ZMGMO,Female,Yes,1,Yes,Bank transfer (automatic),70.85,No
8605-ITULD,Female,No,0,Yes,Mailed check,19.55,No
3254-YRILK,Male,No,1,Yes,Electronic check,88.2,Yes
6416-YJTTB,Male,No,0,Yes,Bank transfer (automatic),79.5,No
2667-WYLWJ,Female,Yes,0,Yes,Mailed check,19.75,Yes
4472-VESGY,Female,Yes,0,Yes,Bank transfer (automatic),98.15,No
3195-TQDZX,Male,No,0,Yes,Electronic check,20.25,No
3128-YOVTD,Female,Yes,0,Yes,Bank transfer (automatic),79.15,No
0529-ONKER,Male,No,1,Yes,Electronic check,75.65,Yes
1728-CXQBE,Male,Yes,1,Yes,Electronic check,94.25,No
7041-TXQJH,Female,No,0,No,Credit card (automatic),40.2,No
5014-GSOUQ,Male,No,0,Yes,Mailed check,19.95,No
5724-BIDBU,Male,Yes,0,Yes,Electronic check,55.35,No
0481-SUMCB,Female,No,1,Yes,Bank transfer (automatic),102.15,No
1769-GRUIK,Female,No,0,Yes,Electronic check,71.1,No
5240-IJOQT,Male,No,1,Yes,Electronic check,74.7,Yes
8819-WFGGJ,Male,Yes,0,No,Bank transfer (automatic),54.1,No
7427-AUFPY,Male,No,0,Yes,Credit card (automatic),19.65,No
2811-POVEX,Female,Yes,1,Yes,Bank transfer (automatic),88.45,No
1092-GANHU,Male,No,0,Yes,Electronic check,76.65,Yes
7898-PDWQE,Male,Yes,0,Yes,Credit card (automatic),80.4,No
9972-EWRJS,Female,Yes,0,Yes,Bank transfer (automatic),19.25,No
9314-IJWSQ,Female,Yes,0,Yes,Electronic check,84.8,No
0661-XEYAN,Female,No,1,No,Mailed check,25.8,Yes
5799-JRCZO,Female,No,0,Yes,Credit card (automatic),19.5,No
1921-KYSAY,Female,No,0,Yes,Electronic check,68.6,No
6198-RTPMF,Female,Yes,0,Yes,Electronic check,92.6,No
2924-KHUVI,Male,Yes,0,Yes,Electronic check,100.55,No
1925-GMVBW,Female,No,0,Yes,Credit card (automatic),20.55,No
7881-EVUAD,Female,No,0,No,Electronic check,42.6,Yes
6184-DYUOB,Female,Yes,0,Yes,Mailed check,19.6,No
9207-ZPANB,Male,No,0,Yes,Electronic check,67.45,No
5766-XQXMQ,Female,No,0,Yes,Bank transfer (automatic),68.85,Yes
9327-QSDED,Male,No,0,Yes,Mailed check,43.55,No
1656-DRSMG,Female,No,0,Yes,Credit card (automatic),109.85,No
3012-VFFMN,Female,Yes,0,Yes,Mailed check,20.65,No
2984-AFWNC,Female,No,0,Yes,Electronic check,95.4,No
0640-YJTPY,Male,Yes,0,Yes,Bank transfer (automatic),21,No
8096-LOIST,Female,No,0,Yes,Electronic check,56.2,No
9764-REAFF,Female,Yes,0,Yes,Bank transfer (automatic),18.4,No
3703-VAVCL,Male,Yes,0,Yes,Credit card (automatic),90,Yes
7107-UBYKY,Female,Yes,0,Yes,Electronic check,25.75,No
4881-GQJTW,Male,No,0,Yes,Credit card (automatic),19.6,No
8519-QJGJD,Female,No,0,Yes,Electronic check,75.35,Yes
7876-DNYAP,Female,Yes,0,Yes,Credit card (automatic),19.8,No
7905-NJMXS,Male,Yes,1,Yes,Electronic check,64.2,No
2882-WDTBA,Male,Yes,0,Yes,Bank transfer (automatic),75.75,No
2091-GPPIQ,Female,Yes,0,Yes,Electronic check,78.95,No
6326-MTTXK,Male,No,0,Yes,Electronic check,100.85,Yes
5071-FBJFS,Female,Yes,0,Yes,Electronic check,50.3,No
2796-UUZZO,Male,Yes,0,Yes,Credit card (automatic),80.3,No
2429-AYKKO,Male,No,0,Yes,Bank transfer (automatic),19.85,No
9798-OPFEM,Female,No,0,Yes,Electronic check,21.1,No
0330-IVZHA,Female,Yes,0,Yes,Electronic check,69.95,Yes
3794-NFNCH,Male,Yes,0,Yes,Mailed check,50,No
5193-QLVZB,Male,No,0,Yes,Bank transfer (automatic),104.75,No
7114-AEOZE,Female,No,0,Yes,Bank transfer (automatic),19.85,No
2886-KEFUM,Female,Yes,0,Yes,Electronic check,107.5,Yes
5522-NYKPB,Male,Yes,0,Yes,Electronic check,85.9,No
4237-RLAQD,Male,No,0,Yes,Mailed check,45.85,Yes
9957-YODKZ,Male,Yes,1,Yes,Electronic check,80.8,No
6518-KZXCB,Male,No,0,Yes,Mailed check,25.25,No
2245-ADZFJ,Female,Yes,0,Yes,Bank transfer (automatic),80.55,No
7776-QGYJC,Female,Yes,0,Yes,Bank transfer (automatic),81.5,No
9313-QOLTZ,Male,No,0,Yes,Mailed check,20.9,No
9651-GTSAQ,Female,Yes,0,Yes,Bank transfer (automatic),106.1,Yes
3186-BAXNB,Female,No,0,Yes,Electronic check,91.7,Yes
4672-FOTSD,Male,No,0,Yes,Electronic check,67.25,No
0637-YLETY,Female,No,0,Yes,Credit card (automatic),95.6,Yes
9818-XQCUV,Female,No,0,Yes,Mailed check,20.35,No
7338-ERIVA,Male,No,0,No,Bank transfer (automatic),45.05,No
1157-BQCUW,Male,No,0,Yes,Electronic check,74.95,Yes
8259-NFJTV,Female,Yes,0,No,Mailed check,34.65,No
3223-DWFIO,Male,No,1,Yes,Electronic check,69.35,No
2660-EMUBI,Male,No,1,Yes,Electronic check,95.35,Yes
6968-GMKPR,Female,No,0,Yes,Electronic check,81.55,No
4751-ERMAN,Male,Yes,0,Yes,Bank transfer (automatic),75.4,No
1436-ZMJAN,Female,Yes,0,Yes,Credit card (automatic),67.8,No
3292-PBZEJ,Male,No,1,Yes,Electronic check,111.4,No
0799-DDIHE,Female,Yes,0,Yes,Electronic check,46.3,No
3070-FNFZQ,Female,Yes,0,Yes,Bank transfer (automatic),20.4,No
2812-SFXMJ,Male,No,0,Yes,Mailed check,20.05,No
7675-OZCZG,Female,No,1,Yes,Electronic check,45,Yes
5014-WUQMG,Male,Yes,0,Yes,Electronic check,96.1,No
5312-TSZVC,Female,No,0,Yes,Mailed check,19.65,No
2003-CKLOR,Male,No,0,Yes,Electronic check,99.5,Yes
0993-OSGPT,Female,Yes,1,Yes,Bank transfer (automatic),60.65,No
9254-RBFON,Female,Yes,0,Yes,Bank transfer (automatic),98.6,Yes
1205-WNWPJ,Female,No,0,Yes,Mailed check,59.5,Yes
9391-EOYLI,Male,Yes,1,Yes,Electronic check,80.45,Yes
7108-DGVUU,Female,Yes,1,Yes,Bank transfer (automatic),71.7,No
2782-JEEBU,Male,No,0,No,Mailed check,36,No
5127-BZENZ,Female,Yes,0,Yes,Bank transfer (automatic),65.2,No
2720-FVBQP,Female,Yes,0,Yes,Credit card (automatic),48.95,No
9906-NHHVC,Female,No,1,No,Bank transfer (automatic),53.5,No
4522-XRWWI,Male,Yes,0,Yes,Credit card (automatic),80.45,No
3766-EJLFL,Female,Yes,0,Yes,Bank transfer (automatic),109.05,No
5939-SXWHM,Male,Yes,0,Yes,Bank transfer (automatic),26.3,No
8152-UOBNY,Female,No,1,Yes,Electronic check,106.8,No
7351-KYHQH,Female,No,1,Yes,Electronic check,64.95,No
7643-RCHXS,Female,Yes,0,Yes,Electronic check,19.35,No
8246-SHFGA,Male,No,0,Yes,Credit card (automatic),21.1,No
8387-MOJJT,Female,Yes,0,Yes,Credit card (automatic),77.95,Yes
0620-XEFWH,Male,Yes,0,Yes,Mailed check,18.85,No
6485-QXWWE,Female,No,0,Yes,Bank transfer (automatic),26,No
2761-OCIAX,Male,No,1,Yes,Electronic check,74.7,Yes
7321-VGNKU,Female,Yes,0,Yes,Electronic check,70.35,No
5327-CNLUQ,Male,Yes,0,Yes,Bank transfer (automatic),96.9,No
7552-KEYGT,Male,Yes,0,Yes,Bank transfer (automatic),19.55,No
5816-JMLGY,Female,Yes,0,Yes,Bank transfer (automatic),80.4,No
3068-OMWZA,Male,No,1,Yes,Electronic check,88.8,Yes
2927-QRRQV,Male,Yes,0,Yes,Electronic check,94.65,No
6032-KRXXO,Male,No,0,Yes,Electronic check,90.25,Yes
7459-RRWQZ,Female,No,0,Yes,Bank transfer (automatic),64.65,Yes
6265-SXWBU,Male,Yes,0,Yes,Credit card (automatic),95.75,No
7941-RCJOW,Male,No,0,Yes,Credit card (automatic),19.55,No
6374-NTQLP,Male,Yes,1,Yes,Credit card (automatic),104.1,No
4154-AQUGT,Male,Yes,1,Yes,Bank transfer (automatic),89.05,Yes
2387-KDZQY,Male,No,0,Yes,Mailed check,20.1,No
3584-WKTTW,Male,Yes,0,Yes,Electronic check,111.55,No
3399-BMLVW,Male,Yes,0,Yes,Credit card (automatic),60.5,No
1971-DTCZB,Female,Yes,0,Yes,Bank transfer (automatic),90.95,No
3092-IGHWF,Male,Yes,0,Yes,Electronic check,87.4,Yes
3374-PZLXD,Male,No,0,Yes,Mailed check,19.7,No
3813-DHBBB,Male,Yes,0,No,Bank transfer (automatic),50.95,No
2812-REYAT,Female,Yes,0,Yes,Bank transfer (automatic),20.05,No
6518-PPLMZ,Male,Yes,0,Yes,Mailed check,19.4,No
4939-KYYPY,Male,No,0,Yes,Electronic check,59.45,No
8017-LXHFA,Female,No,1,Yes,Electronic check,94.75,Yes
5930-GBIWP,Male,No,0,Yes,Credit card (automatic),81.5,No
6022-KOUQO,Female,Yes,0,No,Bank transfer (automatic),29.05,No
6352-TWCAU,Female,No,0,Yes,Electronic check,86.45,Yes
2361-UPSND,Female,Yes,0,Yes,Mailed check,70.6,No
6035-RIIOM,Female,No,0,Yes,Bank transfer (automatic),97.2,No
2929-QNSRW,Female,Yes,0,Yes,Electronic check,98.25,Yes
1262-OPMFY,Female,Yes,0,Yes,Bank transfer (automatic),75.75,Yes
9504-DSHWM,Male,No,0,Yes,Bank transfer (automatic),59.2,No
5035-BVCXS,Male,No,0,Yes,Mailed check,75.9,No
6267-DCFFZ,Female,Yes,1,Yes,Electronic check,90.05,No
3533-UVMOM,Male,Yes,0,Yes,Bank transfer (automatic),70.95,No
2439-LYPMQ,Male,Yes,1,Yes,Electronic check,102.6,No
4248-QPAVC,Female,Yes,1,Yes,Bank transfer (automatic),85.35,Yes
1899-VXWXM,Male,No,0,Yes,Credit card (automatic),106.1,Yes
1478-VPOAD,Female,No,0,Yes,Electronic check,43.8,No
9995-HOTOH,Male,Yes,0,No,Electronic check,59,No
2988-PLAHS,Female,No,0,Yes,Electronic check,69.95,No
1371-OJCEK,Female,No,0,Yes,Bank transfer (automatic),24.35,No
4999-IEZLT,Male,No,0,No,Credit card (automatic),29.45,No
8883-ANODQ,Female,Yes,0,Yes,Credit card (automatic),84.4,No
4690-LLKUA,Male,No,1,Yes,Electronic check,45.05,Yes
2351-RRBUE,Female,Yes,0,Yes,Mailed check,20.65,No
5980-BDHPY,Male,Yes,0,Yes,Bank transfer (automatic),87.1,No
1498-DQNRX,Female,Yes,0,Yes,Mailed check,19.85,No
9469-WEJBT,Male,Yes,0,Yes,Electronic check,90.35,No
3331-HQDTW,Female,No,0,Yes,Mailed check,109.8,Yes
9490-DFPMD,Female,No,1,Yes,Electronic check,84.65,Yes
2581-VKIRT,Female,Yes,0,Yes,Mailed check,65.5,No
5442-XSDCW,Male,Yes,0,Yes,Bank transfer (automatic),79.5,Yes
7426-WEIJX,Male,Yes,1,Yes,Electronic check,80.95,No
2851-MMUTZ,Female,No,0,Yes,Mailed check,56.15,No
3049-NDXFL,Female,No,0,Yes,Mailed check,85.8,Yes
8580-AECUZ,Male,No,1,Yes,Electronic check,79.1,Yes
3307-TLCUD,Male,Yes,0,No,Mailed check,34.4,No
6625-FLENO,Male,Yes,0,Yes,Mailed check,20.75,No
2967-MXRAV,Male,Yes,0,Yes,Mailed check,18.8,No
7963-GQRMY,Female,Yes,0,Yes,Mailed check,44.3,Yes
8189-HBVRW,Female,No,0,Yes,Electronic check,90.8,No
4163-KIUHY,Male,No,0,Yes,Electronic check,25.6,No
1228-FZFRV,Male,Yes,0,Yes,Credit card (automatic),105.95,Yes
3500-NSDOA,Male,Yes,0,Yes,Credit card (automatic),70.8,No
1171-TYKUR,Male,Yes,0,Yes,Electronic check,25.4,No
3761-FLYZI,Female,Yes,1,Yes,Bank transfer (automatic),108.8,No
2058-DCJBE,Male,No,0,Yes,Electronic check,69.75,Yes
5364-XYIRR,Male,Yes,0,Yes,Electronic check,94.65,Yes
4829-AUOAX,Female,No,0,Yes,Bank transfer (automatic),96.05,Yes
1219-NNDDO,Female,No,0,Yes,Electronic check,76.85,No
8388-DMKAE,Female,No,0,Yes,Mailed check,20.25,No
4403-BWPAY,Male,No,0,Yes,Credit card (automatic),24.8,No
9659-QEQSY,Female,No,0,Yes,Electronic check,115.65,No
5405-ZMYXQ,Female,No,0,Yes,Credit card (automatic),74.6,No
5047-LHVLY,Male,No,1,Yes,Mailed check,50.15,Yes
1442-OKRJE,Male,Yes,0,Yes,Bank transfer (automatic),103.15,No
4737-AQCPU,Male,Yes,0,Yes,Credit card (automatic),72.1,No
9158-VCTQB,Female,Yes,0,Yes,Bank transfer (automatic),113.6,Yes
2808-CHTDM,Female,Yes,0,Yes,Mailed check,25.1,No
6311-UEUME,Female,No,0,Yes,Electronic check,78.9,Yes
0793-TWELN,Female,No,0,Yes,Electronic check,80.15,No
3283-WCWXT,Male,Yes,0,Yes,Mailed check,25.4,No
1060-ENTOF,Female,Yes,1,Yes,Credit card (automatic),105.4,No
0999-QXNSA,Male,No,1,Yes,Mailed check,45.75,No
5451-MHQOF,Male,Yes,0,Yes,Mailed check,24.45,No
4836-WNFNO,Female,Yes,0,Yes,Credit card (automatic),25,No
9225-BZLNZ,Male,Yes,0,Yes,Electronic check,85.25,No
0354-VXMJC,Male,Yes,0,Yes,Credit card (automatic),19.6,No
4422-QVIJA,Female,No,0,Yes,Mailed check,50.15,No
9365-SRSZE,Male,Yes,1,Yes,Electronic check,70.55,No
6839-ITVZJ,Female,Yes,0,Yes,Electronic check,60.05,Yes
8332-OSJDW,Male,Yes,0,Yes,Mailed check,26.4,No
4735-BJKOU,Female,No,0,Yes,Mailed check,20.15,No
0274-JKUJR,Male,Yes,0,No,Mailed check,58.85,No
5740-YHGTW,Male,Yes,0,Yes,Credit card (automatic),97.55,No
8917-SZTTJ,Male,Yes,0,Yes,Credit card (automatic),19.65,No
1696-MZVAU,Male,Yes,0,No,Credit card (automatic),25.25,No
7359-WWYJV,Male,Yes,0,Yes,Credit card (automatic),114.45,No
0375-HVGXO,Female,No,0,No,Electronic check,34.7,Yes
4906-ZHGPK,Male,Yes,0,Yes,Electronic check,70.7,No
8593-WHYHV,Male,No,0,Yes,Electronic check,85.3,Yes
3795-GWTRD,Female,Yes,0,Yes,Credit card (automatic),75.55,No
1298-PHBTI,Male,Yes,0,Yes,Electronic check,84.8,No
6223-DHJGV,Female,No,0,Yes,Mailed check,20.65,No
6961-MJKBO,Male,No,0,Yes,Bank transfer (automatic),20.45,No
6097-EQISJ,Female,Yes,0,Yes,Credit card (automatic),102.45,Yes
4423-YLHDV,Female,Yes,0,Yes,Bank transfer (automatic),104.4,Yes
8158-WPEZG,Male,No,0,No,Electronic check,35.65,No
0107-YHINA,Male,No,0,Yes,Electronic check,99.75,Yes
4918-FYJNT,Female,Yes,1,Yes,Electronic check,90.45,No
0727-BNRLG,Male,No,0,Yes,Credit card (automatic),97.65,No
4854-CIDCF,Female,No,1,Yes,Electronic check,73.85,No
8640-SDGKB,Male,No,0,Yes,Electronic check,74.4,Yes
3280-MRDOF,Male,No,1,Yes,Credit card (automatic),69.1,No
6435-SRWBJ,Female,No,0,Yes,Electronic check,82.75,No
9964-WBQDJ,Female,Yes,0,Yes,Credit card (automatic),24.4,No
6303-KFWSL,Female,No,0,Yes,Electronic check,55.25,No
1702-CCFNJ,Male,Yes,0,Yes,Bank transfer (automatic),61.35,No
8932-CZHRQ,Male,No,0,Yes,Credit card (automatic),76.75,No
0386-CWRGM,Female,Yes,0,Yes,Mailed check,19.4,No
5515-RUGKN,Male,No,0,Yes,Credit card (automatic),54.75,No
0404-AHASP,Male,Yes,0,Yes,Credit card (automatic),19.7,No
7279-NMVJC,Female,No,0,Yes,Bank transfer (automatic),19.9,No
2081-VEYEH,Male,No,0,Yes,Electronic check,107.95,No
6407-UTSLV,Female,No,1,Yes,Bank transfer (automatic),83.8,No
4116-TZAQJ,Female,No,0,Yes,Credit card (automatic),74.25,Yes
9060-HJJRW,Female,No,0,No,Credit card (automatic),56.4,No
2587-YNLES,Female,Yes,0,Yes,Mailed check,20.1,No
7398-SKNQZ,Female,Yes,0,Yes,Electronic check,94.9,No
5935-FCCNB,Female,No,1,Yes,Electronic check,94.2,No
1958-RNRKS,Male,Yes,0,Yes,Electronic check,49.9,No
5136-RGMZO,Male,No,0,Yes,Electronic check,71.05,No
8345-MVDYC,Female,No,0,Yes,Bank transfer (automatic),81.65,No
8226-BXGES,Male,Yes,0,Yes,Bank transfer (automatic),89.45,No
3877-JRJIP,Male,No,0,Yes,Electronic check,59.85,Yes
8375-DKEBR,Female,No,1,Yes,Electronic check,69.6,Yes
9705-IOVQQ,Male,Yes,1,Yes,Electronic check,99,No
1015-OWJKI,Male,No,0,Yes,Mailed check,19.05,No
7511-YMXVQ,Male,No,0,No,Electronic check,45.4,Yes
2040-XBAVJ,Male,Yes,0,Yes,Bank transfer (automatic),114.45,No
7551-JOHTI,Female,No,0,Yes,Mailed check,19.5,Yes
8887-IPQNC,Female,Yes,0,Yes,Mailed check,44.25,No
8646-JCOMS,Female,Yes,0,Yes,Bank transfer (automatic),90.55,No
9804-ICWBG,Male,No,0,Yes,Electronic check,69.9,Yes
1222-KJNZD,Male,Yes,0,Yes,Bank transfer (automatic),20.4,No
0106-GHRQR,Male,No,0,Yes,Bank transfer (automatic),71.4,No
5318-IXUZF,Female,No,0,Yes,Bank transfer (automatic),87.15,Yes
3768-VHXQO,Male,Yes,0,Yes,Credit card (automatic),24.85,No
8952-WCVCD,Female,Yes,0,Yes,Bank transfer (automatic),104.45,No
2418-TPEUN,Female,Yes,0,Yes,Credit card (automatic),19.8,No
3963-RYFNS,Female,No,0,Yes,Bank transfer (automatic),116.45,No
3198-VELRD,Female,Yes,0,Yes,Bank transfer (automatic),84.75,Yes
8540-ZQGEA,Female,Yes,0,Yes,Credit card (automatic),20.05,No
1320-REHCS,Male,No,1,Yes,Electronic check,110.75,No
4137-JOPHL,Female,No,0,Yes,Bank transfer (automatic),89.7,No
9436-ZBZCT,Male,No,0,Yes,Electronic check,89.95,Yes
7801-CEDNV,Male,Yes,0,Yes,Credit card (automatic),48.7,No
2057-BOYKM,Female,Yes,1,Yes,Bank transfer (automatic),96.6,No
3658-QQJYD,Male,No,0,Yes,Credit card (automatic),74.3,No
1803-BGNBD,Female,No,0,Yes,Electronic check,54.3,No
0134-XWXCE,Female,No,1,Yes,Bank transfer (automatic),74.85,No
6950-TWMYB,Male,Yes,0,Yes,Bank transfer (automatic),79.95,No
5848-FHRFC,Female,No,0,Yes,Bank transfer (automatic),20.05,No
2243-FNMMI,Male,No,0,Yes,Mailed check,19.4,No
2511-MORQY,Male,Yes,0,Yes,Bank transfer (automatic),54.9,No
5356-KZCKT,Male,No,0,Yes,Credit card (automatic),24.45,No
9470-XCCEM,Male,Yes,0,Yes,Bank transfer (automatic),89.65,No
6519-CFDBX,Female,No,0,Yes,Electronic check,45.4,No
3902-MIVLE,Male,Yes,0,Yes,Mailed check,75.7,No
0409-WTMPL,Female,Yes,0,Yes,Credit card (automatic),110.65,No
8763-KIAFH,Female,Yes,0,Yes,Mailed check,20.55,No
3669-WHAFY,Female,Yes,0,Yes,Credit card (automatic),115.15,No
3055-VTCGS,Female,No,0,Yes,Credit card (automatic),58.55,No
3144-KMTWZ,Male,Yes,0,Yes,Bank transfer (automatic),93.25,No
7279-BUYWN,Female,No,1,Yes,Electronic check,113.2,Yes
7156-MHUGY,Male,No,1,Yes,Electronic check,90.5,Yes
7198-GLXTC,Male,No,0,Yes,Electronic check,79,Yes
2007-QVGAW,Female,Yes,0,Yes,Bank transfer (automatic),19.35,No
5207-PLSTK,Male,Yes,0,Yes,Mailed check,48.75,No
2307-FYNNL,Male,No,1,Yes,Electronic check,109.05,No
5605-XNWEN,Male,Yes,1,Yes,Bank transfer (automatic),25,No
2155-AMQRX,Female,No,0,Yes,Credit card (automatic),54.9,No
6181-AXXYF,Male,Yes,0,Yes,Credit card (automatic),24.75,No
5091-HFAZW,Female,No,0,Yes,Electronic check,91.15,No
0516-VRYBW,Female,No,0,Yes,Bank transfer (automatic),20.15,Yes
2519-LBNQL,Male,Yes,1,Yes,Electronic check,104.35,No
8623-ULFNQ,Female,No,1,Yes,Electronic check,66.05,No
8380-PEFPE,Male,No,0,Yes,Electronic check,71.65,Yes
5687-DKDTV,Female,No,0,Yes,Mailed check,20.35,Yes
1568-LJSZU,Male,Yes,0,Yes,Credit card (automatic),92.2,No
7530-HDYDS,Female,No,0,Yes,Credit card (automatic),84.25,Yes
7789-HKSBS,Female,Yes,1,Yes,Bank transfer (automatic),105.2,No
7416-CKTEP,Female,Yes,0,Yes,Bank transfer (automatic),19.6,No
2586-CWXVV,Male,Yes,0,No,Electronic check,30.4,No
3096-IZETN,Female,No,0,Yes,Bank transfer (automatic),78.1,Yes
2348-KCJLT,Female,Yes,0,Yes,Mailed check,61.5,No
8401-EMUWF,Male,Yes,0,Yes,Bank transfer (automatic),69.4,No
4193-IBKSW,Male,Yes,0,Yes,Bank transfer (automatic),24.75,No
5377-NDTOU,Female,Yes,0,Yes,Mailed check,91.05,No
5922-ABDVO,Female,Yes,0,Yes,Mailed check,89.65,Yes
2474-LCNUE,Female,Yes,0,Yes,Credit card (automatic),73.65,No
0839-QNXME,Female,No,0,Yes,Credit card (automatic),19.4,No
3506-OVLKD,Male,No,0,Yes,Bank transfer (automatic),26.2,No
9172-ANCRX,Female,No,0,Yes,Electronic check,98.7,Yes
6650-VJONK,Male,No,0,Yes,Bank transfer (automatic),43.85,No
2178-PMGCJ,Male,No,0,Yes,Mailed check,69.7,No
7492-TAFJD,Male,Yes,0,No,Mailed check,38.55,No
2773-MADBQ,Female,No,0,No,Mailed check,53.1,No
6016-LVTJQ,Female,Yes,0,Yes,Mailed check,20.65,No
7860-KSUGX,Male,Yes,0,Yes,Credit card (automatic),64.45,No
8966-KZXXA,Male,Yes,0,Yes,Credit card (automatic),25.1,No
6910-HADCM,Female,No,0,Yes,Electronic check,76.35,Yes
4816-LXZYW,Female,No,0,Yes,Electronic check,79.15,Yes
9606-PBKBQ,Male,Yes,1,Yes,Electronic check,85,Yes
5149-QYTTU,Female,Yes,0,Yes,Credit card (automatic),95.15,No
2070-XYMFH,Female,No,1,Yes,Mailed check,79.35,No
2085-BOJKI,Male,Yes,0,Yes,Bank transfer (automatic),96.65,No
